112.3933219851 112.3933217939 82.5000000000 
106.3829143612 118.4037294502 80.0000000000 
92.2407786994 104.2615938645 80.0000000000 
98.2511863233 98.2511862083 82.5000000000 

112.3933219851 112.3933217939 82.5000000000 
118.4037296091 106.3829141377 80.0000000000 
104.2615939472 92.2407785520 80.0000000000 
98.2511863233 98.2511862083 82.5000000000 

112.3933219851 112.3933217939 82.5000000000 
118.4037296091 106.3829141377 85.0000000000 
104.2615939472 92.2407785520 85.0000000000 
98.2511863233 98.2511862083 82.5000000000 

112.3933219851 112.3933217939 82.5000000000 
106.3829143612 118.4037294502 85.0000000000 
92.2407786994 104.2615938645 85.0000000000 
98.2511863233 98.2511862083 82.5000000000 

112.3933219851 112.3933217939 82.5000000000 
106.3829143612 118.4037294502 80.0000000000 
92.2407786994 104.2615938645 80.0000000000 
98.2511863233 98.2511862083 82.5000000000 

